assay_batch_id	assay_date	assay_reaction_ul	assay_machine	assay_amplification_method	assay_amplification_method_lot_id	assay_quantification_method	assay_quantification_type	assay_batch_record_version	assay_method	assay_method_lot_id	assay_qx_manager_version	assay_run_by	assay_batch_comment
AP178	02/24/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101837	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP179	02/28/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101837	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP180	03/03/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101837	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP184	03/06/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101837	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP187	03/10/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101837	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP19	11/17/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP190	03/15/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP191	03/17/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP195	03/21/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP198	03/24/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101837	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP20	11/18/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP201	03/28/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101837	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP202	03/31/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101837	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP206	04/03/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP209	04/07/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101837	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP21	11/22/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP210	04/11/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP213	04/14/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP214	04/18/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP216	04/21/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP217	04/25/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP218	04/28/2023	20	QX 600	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP219	05/02/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP22	11/29/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP220	05/09/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP221	05/09/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP222	05/12/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP223	05/16/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP224	05/19/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP225	05/26/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP226	06/02/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP227	06/09/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP228	06/16/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP229	06/21/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP23	12/03/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP230	06/26/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP231	07/03/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP235	07/06/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP236	07/13/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP237	07/13/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP238	07/21/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP24	12/06/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP240	07/28/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP241	07/28/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP242	08/03/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP244	08/14/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP245	08/21/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP246	08/25/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP247	08/25/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP248	09/01/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP25	12/09/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP250	09/08/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63094496,63089746	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP251	09/14/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	AJ	
AP252	09/15/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	AJ	
AP255	09/21/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	AJ	
AP256	09/28/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP257	10/09/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP258	10/13/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP259	10/18/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP260	10/25/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP261	11/02/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP263	11/10/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP264	11/20/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	JL	
AP27	12/14/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP28	12/21/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP30	12/28/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP32	01/12/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP33	01/13/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP35	01/14/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP36	01/19/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP38	01/24/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP39	01/26/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP4	08/26/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP4.1	08/23/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP4.2	08/24/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP4.3	08/25/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP40	02/02/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP41	02/07/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP42	02/10/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP45	02/16/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP46	02/17/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP47	02/22/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP48	02/24/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP49	02/28/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP5	08/31/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP5.1	08/27/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP5.2	08/30/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477036	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP50	03/02/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477038	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP51	03/09/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477039	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP52	03/10/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477039	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP53	03/14/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477039	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP54	03/18/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP55	03/28/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP56	03/28/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP57	03/29/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP58	03/30/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP59	03/31/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP60	04/04/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477040	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP61	04/06/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60265549	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP62	04/07/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60265549	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP63	04/11/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60265549	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP64	04/14/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP65	04/18/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP66	04/19/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP67	04/20/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP68	04/21/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP69	04/25/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP7	09/09/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477037	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP70	04/26/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP71	04/27/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP72	04/28/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP73	04/29/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP74	05/02/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP75	05/04/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60394497	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP76	05/05/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	60394497	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP77	05/09/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP78	05/11/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP79	05/12/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	JL	
AP8	09/20/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477037	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP80	05/16/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP800	09/18/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	63101839	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	AJ	
AP805	11/15/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	AJ	
AP81	05/18/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP82	05/19/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
