assay_batch_id	assay_date	assay_reaction_ul	assay_machine	assay_amplification_method	assay_amplification_method_lot_id	assay_quantification_method	assay_quantification_type	assay_batch_record_version	assay_method	assay_method_lot_id	assay_qx_manager_version	assay_run_by	assay_batch_comment
AP92	06/20/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP93	06/23/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP94	06/28/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP95	06/30/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP96	07/05/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP97	07/07/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP98	07/11/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP99	07/14/2022	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes	58477041	ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	JL	
AP999	09/17/2023	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		2	AJ	
MA0	11/10/2020	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA1	11/17/2020	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA10	04/12/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA11	04/19/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA12	04/26/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA13	05/03/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA14	05/07/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA15	05/17/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA16	05/19/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA17	06/04/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	TD	
MA18	06/07/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	TD	
MA19	07/07/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	TD	
MA2	11/20/2020	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA20	07/09/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	TD	
MA21	07/30/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 N1, N2, BRSV Triplex (dEXD41434415)		1.2	TD	
MA3	12/14/2020	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA4	02/22/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA5	03/11/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA6	03/15/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA7	03/16/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA8	03/22/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
MA9	03/30/2021	20	Zoo QX200	Bio-Rad OneStep RT-ddPCR Advanced Kit for Probes		ddPCR	Direct Quantification	1.0.0	SARS-CoV-2 ddPCR Triplex (dEXD28563542)		1.2	TD	
